Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month,Day,Year,Weekday
Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-12-31,12,31,2023,Sunday
Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-06-17,6,17,2023,Saturday
Juice,5.0,3.0,15.0,Cash,In-store,2023-01-15,1,15,2023,Sunday
Tea,1.0,1.5,1.5,Cash,Takeaway,2023-08-26,8,26,2023,Saturday
Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-18,1,18,2023,Wednesday
Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-10-24,10,24,2023,Tuesday
Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-09-01,9,1,2023,Friday
Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-11-05,11,5,2023,Sunday
Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-05-12,5,12,2023,Friday
Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-05-25,5,25,2023,Thursday
Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-07-12,7,12,2023,Wednesday
Salad,4.0,5.0,20.0,Cash,Takeaway,2023-05-28,5,28,2023,Sunday
Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-04-30,4,30,2023,Sunday
Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-12-01,12,1,2023,Friday
Salad,1.0,5.0,5.0,Credit Card,In-store,2023-01-25,1,25,2023,Wednesday
Tea,1.0,1.5,1.5,Cash,Takeaway,2023-12-22,12,22,2023,Friday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-12-28,12,28,2023,Thursday
Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-03-30,3,30,2023,Thursday
Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-12,3,12,2023,Sunday
Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-04-13,4,13,2023,Thursday
Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-12-01,12,1,2023,Friday
Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-12-10,12,10,2023,Sunday
Salad,4.0,5.0,20.0,Cash,Takeaway,2023-10-03,10,3,2023,Tuesday
Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-26,2,26,2023,Sunday
Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-04-19,4,19,2023,Wednesday
Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-01-15,1,15,2023,Sunday
Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-02-16,2,16,2023,Thursday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-08-24,8,24,2023,Thursday
Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-01-12,1,12,2023,Thursday
Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-09-15,9,15,2023,Friday
Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-07-04,7,4,2023,Tuesday
Sandwich,4.0,4.0,16.0,Cash,In-store,2023-02-19,2,19,2023,Sunday
Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-03-27,3,27,2023,Monday
Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-07-15,7,15,2023,Saturday
Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-09,7,9,2023,Sunday
Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-10-17,10,17,2023,Tuesday
Juice,1.0,3.0,3.0,Credit Card,In-store,2023-03-19,3,19,2023,Sunday
Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-02-12,2,12,2023,Sunday
Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-01-24,1,24,2023,Tuesday
Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-03-04,3,4,2023,Saturday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-05-02,5,2,2023,Tuesday
Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-06-14,6,14,2023,Wednesday
Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-02-09,2,9,2023,Thursday
Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-08-11,8,11,2023,Friday
Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-04-06,4,6,2023,Thursday
Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-03-19,3,19,2023,Sunday
Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-11-20,11,20,2023,Monday
Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-10-27,10,27,2023,Friday
Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-04-11,4,11,2023,Tuesday
Cake,1.0,3.0,3.0,Credit Card,In-store,2023-09-07,9,7,2023,Thursday
Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-06-02,6,2,2023,Friday
Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-09-23,9,23,2023,Saturday
Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-22,10,22,2023,Sunday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-08-19,8,19,2023,Saturday
Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-04-24,4,24,2023,Monday
Juice,5.0,3.0,15.0,Credit Card,In-store,2023-11-08,11,8,2023,Wednesday
Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-30,11,30,2023,Thursday
Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-04-07,4,7,2023,Friday
Cake,5.0,3.0,15.0,Cash,Takeaway,2023-09-18,9,18,2023,Monday
Cake,5.0,3.0,15.0,Credit Card,In-store,2023-07-19,7,19,2023,Wednesday
Cake,2.0,3.0,6.0,Cash,In-store,2023-07-25,7,25,2023,Tuesday
Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-11,8,11,2023,Friday
Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-10-28,10,28,2023,Saturday
Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-05-20,5,20,2023,Saturday
Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-19,5,19,2023,Friday
Smoothie,1.0,4.0,4.0,Cash,In-store,2023-09-05,9,5,2023,Tuesday
Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-04-12,4,12,2023,Wednesday
Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-06-22,6,22,2023,Thursday
Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-04-25,4,25,2023,Tuesday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-06-14,6,14,2023,Wednesday
Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-01-05,1,5,2023,Thursday
Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-21,10,21,2023,Saturday
Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-03-29,3,29,2023,Wednesday
Sandwich,4.0,4.0,16.0,Cash,In-store,2023-06-03,6,3,2023,Saturday
Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-08-02,8,2,2023,Wednesday
Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-07-26,7,26,2023,Wednesday
Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-12-26,12,26,2023,Tuesday
Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-10-16,10,16,2023,Monday
Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-01-26,1,26,2023,Thursday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-11-25,11,25,2023,Saturday
Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-11-03,11,3,2023,Friday
Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-10-17,10,17,2023,Tuesday
Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-04,4,4,2023,Tuesday
Tea,3.0,1.5,4.5,Cash,In-store,2023-11-01,11,1,2023,Wednesday
Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-09-13,9,13,2023,Wednesday
Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-10-23,10,23,2023,Monday
Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-06-12,6,12,2023,Monday
Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-05-19,5,19,2023,Friday
Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-12-25,12,25,2023,Monday
Cake,3.0,3.0,9.0,Cash,Takeaway,2023-12-28,12,28,2023,Thursday
Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-03-08,3,8,2023,Wednesday
Tea,1.0,1.5,1.5,Credit Card,In-store,2023-02-22,2,22,2023,Wednesday
Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-24,12,24,2023,Sunday
Juice,3.0,3.0,9.0,Cash,Takeaway,2023-09-27,9,27,2023,Wednesday
Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-04-24,4,24,2023,Monday
Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-05-18,5,18,2023,Thursday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-06-14,6,14,2023,Wednesday
Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-09-20,9,20,2023,Wednesday
Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-06-30,6,30,2023,Friday
Juice,3.0,3.0,9.0,Cash,Takeaway,2023-02-23,2,23,2023,Thursday
Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-08-15,8,15,2023,Tuesday
Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-09-28,9,28,2023,Thursday
Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-07-21,7,21,2023,Friday
Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-03-02,3,2,2023,Thursday
Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-09-07,9,7,2023,Thursday
Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-06-07,6,7,2023,Wednesday
Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-01-01,1,1,2023,Sunday
Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-04-15,4,15,2023,Saturday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-06-29,6,29,2023,Thursday
Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-03-09,3,9,2023,Thursday
Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-05-26,5,26,2023,Friday
Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-09-09,9,9,2023,Saturday
Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-05-11,5,11,2023,Thursday
Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-09-13,9,13,2023,Wednesday
Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-08-25,8,25,2023,Friday
Sandwich,5.0,4.0,20.0,Cash,In-store,2023-09-27,9,27,2023,Wednesday
Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-12-25,12,25,2023,Monday
Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-27,9,27,2023,Wednesday
Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-08-17,8,17,2023,Thursday
Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-09-05,9,5,2023,Tuesday
Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-02-18,2,18,2023,Saturday
Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-11-27,11,27,2023,Monday
Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-12,3,12,2023,Sunday
Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-06,1,6,2023,Friday
Tea,2.0,1.5,3.0,Cash,Takeaway,2023-12-04,12,4,2023,Monday
Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-08-21,8,21,2023,Monday
Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-07-08,7,8,2023,Saturday
Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-04-12,4,12,2023,Wednesday
Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-06-29,6,29,2023,Thursday
Cake,1.0,3.0,3.0,Cash,Takeaway,2023-07-08,7,8,2023,Saturday
Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-03-23,3,23,2023,Thursday
Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-08-24,8,24,2023,Thursday
Salad,5.0,5.0,25.0,Cash,Takeaway,2023-04-21,4,21,2023,Friday
Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-05-22,5,22,2023,Monday
Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-11-27,11,27,2023,Monday
Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-09-27,9,27,2023,Wednesday
Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-06-28,6,28,2023,Wednesday
Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-12-30,12,30,2023,Saturday
Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-06-27,6,27,2023,Tuesday
Juice,4.0,3.0,12.0,Cash,Takeaway,2023-08-10,8,10,2023,Thursday
Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-08-31,8,31,2023,Thursday
Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-07-21,7,21,2023,Friday
Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-08-30,8,30,2023,Wednesday
Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-09-01,9,1,2023,Friday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-03-10,3,10,2023,Friday
Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-06-21,6,21,2023,Wednesday
Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-07-02,7,2,2023,Sunday
Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-03-10,3,10,2023,Friday
Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-05-11,5,11,2023,Thursday
Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-06-23,6,23,2023,Friday
Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-01-17,1,17,2023,Tuesday
Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-07-23,7,23,2023,Sunday
Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-06-06,6,6,2023,Tuesday
Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-05-11,5,11,2023,Thursday
Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-03-31,3,31,2023,Friday
Salad,3.0,5.0,15.0,Credit Card,In-store,2023-10-20,10,20,2023,Friday
Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-08-18,8,18,2023,Friday
Smoothie,2.0,4.0,8.0,Cash,In-store,2023-01-16,1,16,2023,Monday
Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-11-18,11,18,2023,Saturday
Tea,5.0,1.5,7.5,Cash,In-store,2023-11-11,11,11,2023,Saturday
Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-19,10,19,2023,Thursday
Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-05-21,5,21,2023,Sunday
Sandwich,4.0,4.0,16.0,Cash,In-store,2023-09-20,9,20,2023,Wednesday
Salad,3.0,5.0,15.0,Credit Card,In-store,2023-10-01,10,1,2023,Sunday
Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-04-25,4,25,2023,Tuesday
Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-02,10,2,2023,Monday
Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-02-27,2,27,2023,Monday
Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-12-31,12,31,2023,Sunday
Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-30,5,30,2023,Tuesday
Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-01-17,1,17,2023,Tuesday
Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-08-31,8,31,2023,Thursday
Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-05-20,5,20,2023,Saturday
Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-12-14,12,14,2023,Thursday
Coffee,3.0,2.0,6.0,Cash,In-store,2023-03-21,3,21,2023,Tuesday
Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-12-27,12,27,2023,Wednesday
Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-10-05,10,5,2023,Thursday
Salad,3.0,5.0,15.0,Cash,In-store,2023-07-06,7,6,2023,Thursday
Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-06-09,6,9,2023,Friday
Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-03-30,3,30,2023,Thursday
Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-09-08,9,8,2023,Friday
Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-04-09,4,9,2023,Sunday
Cake,2.0,3.0,6.0,Credit Card,In-store,2023-01-17,1,17,2023,Tuesday
Cake,3.0,3.0,9.0,Cash,Takeaway,2023-02-27,2,27,2023,Monday
Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-03-08,3,8,2023,Wednesday
Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-07-13,7,13,2023,Thursday
Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-12-24,12,24,2023,Sunday
Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-03-24,3,24,2023,Friday
Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-06-16,6,16,2023,Friday
Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-08-06,8,6,2023,Sunday
Salad,3.0,5.0,15.0,Credit Card,In-store,2023-04-15,4,15,2023,Saturday
Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-03-07,3,7,2023,Tuesday
Salad,3.0,5.0,15.0,Cash,In-store,2023-12-19,12,19,2023,Tuesday
Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-05-23,5,23,2023,Tuesday
Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-11-12,11,12,2023,Sunday
Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-18,6,18,2023,Sunday
Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-03-24,3,24,2023,Friday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-11-06,11,6,2023,Monday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-02,9,2,2023,Saturday
Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-08-24,8,24,2023,Thursday
Salad,4.0,5.0,20.0,Cash,Takeaway,2023-05-23,5,23,2023,Tuesday
Cake,3.0,3.0,9.0,Cash,In-store,2023-01-08,1,8,2023,Sunday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-10-03,10,3,2023,Tuesday
Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-11-25,11,25,2023,Saturday
Juice,3.0,3.0,9.0,Credit Card,In-store,2023-04-19,4,19,2023,Wednesday
Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-07-08,7,8,2023,Saturday
Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-07-28,7,28,2023,Friday
Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-03-03,3,3,2023,Friday
Juice,3.0,3.0,9.0,Cash,Takeaway,2023-12-10,12,10,2023,Sunday
Salad,2.0,5.0,10.0,Credit Card,In-store,2023-03-08,3,8,2023,Wednesday
Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-08-19,8,19,2023,Saturday
Cake,3.0,3.0,9.0,Cash,In-store,2023-02-03,2,3,2023,Friday
Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-01-13,1,13,2023,Friday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-04-15,4,15,2023,Saturday
Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-04-11,4,11,2023,Tuesday
Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-28,3,28,2023,Tuesday
Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-03-30,3,30,2023,Thursday
Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-07-23,7,23,2023,Sunday
Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-11-20,11,20,2023,Monday
Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-12-16,12,16,2023,Saturday
Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-08-12,8,12,2023,Saturday
Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-09,6,9,2023,Friday
Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-04-19,4,19,2023,Wednesday
Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-08-05,8,5,2023,Saturday
Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-03-09,3,9,2023,Thursday
Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-04,2,4,2023,Saturday
Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-03-07,3,7,2023,Tuesday
Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-06-29,6,29,2023,Thursday
Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-31,7,31,2023,Monday
Juice,5.0,3.0,15.0,Cash,Takeaway,2023-11-06,11,6,2023,Monday
Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-05-26,5,26,2023,Friday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-12-18,12,18,2023,Monday
Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-04,11,4,2023,Saturday
Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-01-30,1,30,2023,Monday
Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-07-15,7,15,2023,Saturday
Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-10-25,10,25,2023,Wednesday
Juice,1.0,3.0,3.0,Cash,Takeaway,2023-07-18,7,18,2023,Tuesday
Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-01-31,1,31,2023,Tuesday
Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-09-15,9,15,2023,Friday
Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-11-05,11,5,2023,Sunday
Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-04-11,4,11,2023,Tuesday
Juice,3.0,3.0,9.0,Cash,Takeaway,2023-02-15,2,15,2023,Wednesday
Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-03-09,3,9,2023,Thursday
Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-24,3,24,2023,Friday
Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-11-16,11,16,2023,Thursday
Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-07-28,7,28,2023,Friday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-10-17,10,17,2023,Tuesday
Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-10-07,10,7,2023,Saturday
Tea,5.0,1.5,7.5,Cash,Takeaway,2023-02-05,2,5,2023,Sunday
Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-09,8,9,2023,Wednesday
Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-02-08,2,8,2023,Wednesday
Tea,5.0,1.5,7.5,Cash,Takeaway,2023-10-04,10,4,2023,Wednesday
Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-02-27,2,27,2023,Monday
Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-01-27,1,27,2023,Friday
Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-05-25,5,25,2023,Thursday
Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-05-08,5,8,2023,Monday
Juice,2.0,3.0,6.0,Cash,In-store,2023-07-16,7,16,2023,Sunday
Cake,5.0,3.0,15.0,Cash,Takeaway,2023-01-03,1,3,2023,Tuesday
Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-12-04,12,4,2023,Monday
Salad,4.0,5.0,20.0,Cash,Takeaway,2023-05-15,5,15,2023,Monday
Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-12-06,12,6,2023,Wednesday
Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-07-26,7,26,2023,Wednesday
Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-01-08,1,8,2023,Sunday
Cookie,3.0,1.0,3.0,Cash,In-store,2023-09-30,9,30,2023,Saturday
Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-05,6,5,2023,Monday
Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-08-02,8,2,2023,Wednesday
Salad,1.0,5.0,5.0,Cash,Takeaway,2023-06-23,6,23,2023,Friday
Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-08-05,8,5,2023,Saturday
Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-06-10,6,10,2023,Saturday
Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-07-07,7,7,2023,Friday
Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-12,12,12,2023,Tuesday
Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-05-03,5,3,2023,Wednesday
Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-12-17,12,17,2023,Sunday
Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-06-03,6,3,2023,Saturday
Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-02-19,2,19,2023,Sunday
Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-12-16,12,16,2023,Saturday
Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-10-22,10,22,2023,Sunday
Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-06-08,6,8,2023,Thursday
Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-05-31,5,31,2023,Wednesday
Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-07-31,7,31,2023,Monday
Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-09-09,9,9,2023,Saturday
Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-05-31,5,31,2023,Wednesday
Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-09-29,9,29,2023,Friday
Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-07-17,7,17,2023,Monday
Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-01-02,1,2,2023,Monday
Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-04-11,4,11,2023,Tuesday
Cookie,5.0,1.0,5.0,Cash,In-store,2023-05-21,5,21,2023,Sunday
Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-06,12,6,2023,Wednesday
Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-07-04,7,4,2023,Tuesday
Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-08-29,8,29,2023,Tuesday
Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-02-12,2,12,2023,Sunday
Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-02-05,2,5,2023,Sunday
